CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share
Burgers,25223,Urban Burgers Tavern,Full-service,West Auckland,1.04,35.32,2056,608,21474.56,652,362,434,23028.64,12785.84,15328.88,0.391515179618727,0.49037529330235,0.31,12,3.54,1536.36,2536.35,-4418.98,-2453.48,274.13,0.42,0.45,0.25,0.3
Burgers,26652,Classic Burgers Corner,Full-service,West Auckland,1.04,42.52,1375,464,19729.28,410,228,273,17433.2,9694.56,11607.96,0.390601998078637,0.541005216841586,0.3,11,3.25,887.25,1349.34,-4037.65,-2245.33,-93.35,0.51,0.45,0.25,0.3
Burgers,26410,Classic Burgers Tavern,Ghost Kitchen,West Auckland,1.04,37.99,1169,76,2887.24,492,273,328,18691.08,10371.27,12460.72,0.276286291971337,0.261323866236489,0.31,6,1.77,580.56,1335.03,2848.33,1580.48,5181.15,0.07,0.45,0.25,0.3
Burgers,26154,Urban Burgers Bistro,Ghost Kitchen,West Auckland,1.04,42.2,1484,84,3544.8,630,350,420,26586.0,14770.0,17724.0,0.259973188582808,0.297896988014691,0.31,12,3.54,1486.8,1567.26,3512.8,1951.56,6349.51,0.06,0.45,0.25,0.3
Burgers,25942,Lucky Burgers Eatery,Cafe,West Auckland,1.04,36.32,996,252,9152.64,335,186,223,12167.2,6755.52,8099.36,0.249211878646165,0.408902552304789,0.3,8,2.36,526.28,3129.16,509.63,282.96,2242.77,0.34,0.45,0.25,0.3
Burgers,25670,Urban Burgers Cafe,QSR,CBD,0.99,44.05,1528,343,15109.15,533,296,356,23478.65,13038.8,15681.8,0.221027760151774,0.370199644449167,0.31,17,5.02,1787.12,6176.21,2319.05,1287.88,4623.17,0.29,0.45,0.25,0.3
Burgers,26186,Lucky Burgers Cafe,QSR,South Auckland,1.05,42.65,1925,372,15865.8,699,388,466,29812.35,16548.2,19874.9,0.255556126032025,0.417250605043955,0.3,17,5.02,2339.32,5191.18,810.7,450.0,4163.61,0.24,0.45,0.25,0.3
Burgers,26268,Lucky Burgers Grill,Ghost Kitchen,South Auckland,1.05,38.79,714,34,1318.86,306,170,204,11869.74,6594.3,7913.16,0.271578203991521,0.283060144330375,0.32,9,2.66,542.64,587.37,1488.01,826.67,2981.58,0.05,0.45,0.25,0.3
Burgers,25581,King Burgers Corner,Ghost Kitchen,North Shore,1.03,42.52,1607,132,5612.64,664,369,442,28233.28,15689.88,18793.84,0.29714243307244,0.282183994189836,0.32,15,4.43,1958.06,2361.09,2842.35,1579.56,5948.01,0.09,0.45,0.25,0.3
Burgers,26323,Lucky Burgers House,Ghost Kitchen,West Auckland,1.04,31.54,1391,103,3248.62,580,322,386,18293.2,10155.88,12174.44,0.290860171930399,0.261603491066489,0.31,8,2.36,910.96,1453.88,2515.98,1396.8,4537.54,0.08,0.45,0.25,0.3
Burgers,26686,Lucky Burgers Tavern,QSR,North Shore,1.03,44.43,728,159,7064.37,256,142,171,11374.08,6309.06,7597.53,0.221037969999015,0.427857678942382,0.29,16,4.72,807.12,2480.33,695.01,385.51,1860.41,0.28,0.45,0.25,0.3
Burgers,26595,Urban Burgers Grill,Cafe,South Auckland,1.05,45.98,1698,361,16598.78,602,334,401,27679.96,15357.32,18437.98,0.222722591944039,0.435949814785272,0.27,10,2.95,1182.95,5665.62,1974.34,1095.4,5110.44,0.27,0.45,0.25,0.3
Burgers,26151,Urban Burgers Corner,Ghost Kitchen,CBD,0.99,35.21,753,62,2183.02,311,173,207,10950.31,6091.33,7288.47,0.28740864819847,0.272643319063354,0.32,17,5.02,1039.14,960.42,1313.47,730.64,2167.41,0.09,0.45,0.25,0.3
Burgers,25598,Top Burgers Diner,Cafe,North Shore,1.03,40.75,2131,651,26528.25,666,370,444,27139.5,15077.5,18093.0,0.233744969405234,0.377851140359417,0.29,5,1.48,657.12,10303.68,2670.63,1483.68,6370.27,0.44,0.45,0.25,0.3
Burgers,26043,King Burgers Diner,Cafe,North Shore,1.03,38.27,831,166,6352.82,299,166,200,11442.73,6352.82,7654.0,0.254668769221753,0.361227567493916,0.33,10,2.95,590.0,2440.14,619.09,343.71,2349.93,0.25,0.45,0.25,0.3
Burgers,25237,Top Burgers Bistro,QSR,West Auckland,1.04,37.33,1566,303,11310.99,568,316,379,21203.44,11796.28,14148.07,0.202581359725446,0.375410876353271,0.33,14,4.13,1565.27,4773.33,1950.88,1085.35,4405.33,0.24,0.45,0.25,0.3
Burgers,26208,Urban Burgers Corner,QSR,North Shore,1.03,37.13,831,171,6349.23,297,165,198,11027.61,6126.45,7351.74,0.222673980481923,0.409076229901984,0.28,17,5.02,993.96,2338.1,973.18,540.66,1713.32,0.26,0.45,0.25,0.3
Burgers,25672,Lucky Burgers Bistro,Cafe,West Auckland,1.04,39.53,1862,559,22097.27,586,326,391,23164.58,12886.78,15456.23,0.253144157938659,0.376590094668791,0.31,12,3.54,1384.14,8181.86,1396.03,776.63,4338.77,0.43,0.45,0.25,0.3
Burgers,25563,Urban Burgers Tavern,Full-service,West Auckland,1.04,39.26,1524,395,15507.7,508,282,339,19944.08,11071.32,13309.14,0.35291955138091,0.463440340547822,0.29,18,5.31,1800.09,2847.84,-2121.25,-1177.54,644.0,0.35,0.45,0.25,0.3
Burgers,25550,Top Burgers Corner,Cafe,West Auckland,1.04,38.65,1887,529,20445.85,611,340,407,23615.15,13141.0,15730.55,0.269452202897519,0.356036591390148,0.32,16,4.72,1921.04,7657.2,1287.29,716.33,3970.23,0.39,0.45,0.25,0.3
Burgers,26039,Classic Burgers Grill,Cafe,West Auckland,1.04,42.51,1058,302,12838.02,340,189,227,14453.4,8034.39,9649.77,0.264760888498277,0.385405247565359,0.29,18,5.31,1205.37,4491.17,864.8,480.73,2170.45,0.4,0.45,0.25,0.3
Burgers,25917,King Burgers Kitchen,Cafe,West Auckland,1.04,38.8,1425,385,14938.0,468,260,312,18158.4,10088.0,12105.6,0.208901475965977,0.417478324985132,0.27,8,2.36,736.32,5581.14,1881.58,1045.32,3786.58,0.37,0.45,0.25,0.3
Burgers,26457,Top Burgers Bistro,QSR,North Shore,1.03,38.74,1128,253,9801.22,394,219,262,15263.56,8484.06,10149.88,0.246101893465966,0.44476930256933,0.28,3,0.89,233.18,3029.84,444.61,247.13,2904.44,0.29,0.45,0.25,0.3
Burgers,26200,Classic Burgers Bistro,Cafe,West Auckland,1.04,36.79,1679,397,14605.63,577,320,385,21227.83,11772.8,14164.15,0.231192792523652,0.359439315344207,0.3,13,3.84,1478.4,5979.08,2321.64,1287.57,4319.95,0.31,0.45,0.25,0.3
Burgers,26551,Top Burgers Cafe,Ghost Kitchen,CBD,0.99,33.99,845,40,1359.6,362,201,242,12304.38,6831.99,8225.58,0.296113993425388,0.258441539178602,0.29,5,1.48,358.16,605.63,1912.65,1062.0,3305.88,0.05,0.45,0.25,0.3
Burgers,25112,Classic Burgers Cafe,QSR,CBD,0.99,38.54,1525,305,11754.7,549,305,366,21158.46,11754.7,14105.64,0.246604162529111,0.38791412259452,0.29,15,4.43,1621.38,4296.13,1597.08,887.26,3533.97,0.25,0.45,0.25,0.3
Burgers,25571,Classic Burgers Tavern,Cafe,South Auckland,1.05,39.35,1923,578,22744.3,605,336,404,23806.75,13221.6,15897.4,0.213036691173911,0.442293559922837,0.31,13,3.84,1551.36,7839.27,825.37,458.39,3927.99,0.43,0.45,0.25,0.3
Burgers,26384,Urban Burgers Tavern,QSR,North Shore,1.03,38.79,1616,323,12529.17,582,323,388,22575.78,12529.17,15050.52,0.255428561922163,0.355401323363185,0.31,12,3.54,1373.52,4875.98,1787.33,991.94,4483.69,0.25,0.45,0.25,0.3
Burgers,26090,Classic Burgers Kitchen,Cafe,CBD,0.99,38.97,838,178,6936.66,297,165,198,11574.09,6430.05,7716.06,0.246713898573071,0.372519539762288,0.31,11,3.25,643.5,2641.25,819.06,455.03,2294.52,0.27,0.45,0.25,0.3
Burgers,25601,Urban Burgers Tavern,QSR,West Auckland,1.04,35.83,1436,259,9279.97,530,294,353,18989.9,10534.02,12647.99,0.223330447860062,0.410070207272656,0.32,14,4.13,1457.89,3402.03,884.92,490.88,3178.85,0.22,0.45,0.25,0.3
Burgers,25359,Lucky Burgers Kitchen,Cafe,West Auckland,1.04,39.61,1699,350,13863.5,607,337,405,24043.27,13348.57,16042.05,0.273720501009375,0.435513705620542,0.32,14,4.13,1672.65,4031.03,-702.89,-390.23,2991.83,0.26,0.45,0.25,0.3
Burgers,25958,Top Burgers Cafe,QSR,North Shore,1.03,45.69,566,106,4843.14,207,115,138,9457.83,5254.35,6305.22,0.200906160548329,0.379106372431852,0.3,4,1.18,162.84,2034.06,1134.82,630.46,2485.27,0.23,0.45,0.25,0.3
Burgers,26658,Classic Burgers Grill,Ghost Kitchen,CBD,0.99,34.09,1088,80,2727.2,454,252,302,15476.86,8590.68,10295.18,0.274295223562513,0.32992309757974,0.28,12,3.54,1069.08,1079.38,1791.94,994.64,3005.56,0.08,0.45,0.25,0.3
Burgers,25727,Urban Burgers Diner,Full-service,North Shore,1.03,36.25,1782,544,19720.0,557,310,371,20191.25,11237.5,13448.75,0.366730907279998,0.509351468947716,0.3,15,4.43,1643.53,2443.66,-3555.32,-1978.73,23.01,0.44,0.45,0.25,0.3
Burgers,25120,Urban Burgers Eatery,Cafe,West Auckland,1.04,42.45,1226,268,11376.6,431,240,287,18295.95,10188.0,12183.15,0.237274351101369,0.355845061386935,0.28,10,2.95,846.65,4628.92,2321.4,1292.66,4110.44,0.28,0.45,0.25,0.3
Burgers,25381,King Burgers Diner,Cafe,CBD,0.99,39.54,1330,337,13324.98,447,248,298,17674.38,9805.92,11782.92,0.241751656010747,0.440042150276713,0.31,6,1.77,527.46,4240.09,145.04,80.47,3221.94,0.34,0.45,0.25,0.3
Burgers,26440,Urban Burgers Eatery,Cafe,North Shore,1.03,45.52,1211,327,14885.04,398,221,265,18116.96,10059.92,12062.8,0.212935674451292,0.376308752084151,0.32,15,4.43,1173.95,6114.11,1644.22,912.99,3780.91,0.37,0.45,0.25,0.3
Burgers,25148,Lucky Burgers Cafe,QSR,West Auckland,1.04,46.63,1277,230,10724.9,471,262,314,21962.73,12217.06,14641.82,0.262106711957604,0.36200443492271,0.29,8,2.36,741.04,4031.37,1886.35,1049.31,4762.66,0.22,0.45,0.25,0.3
Burgers,26158,Top Burgers Tavern,Full-service,North Shore,1.03,38.36,1107,327,12543.72,351,195,234,13464.36,7480.2,8976.24,0.351834394095931,0.472950530657545,0.3,15,4.43,1036.62,2197.85,-1680.15,-933.42,536.15,0.42,0.45,0.25,0.3
Burgers,26612,Classic Burgers House,Full-service,West Auckland,1.04,31.69,696,247,7827.43,202,112,135,6401.38,3549.28,4278.15,0.380892307125032,0.515172828827053,0.27,5,1.48,199.8,813.54,-1063.05,-589.41,244.85,0.55,0.45,0.25,0.3
Burgers,25430,Lucky Burgers Kitchen,Full-service,CBD,0.99,38.32,1929,531,20347.92,629,350,419,24103.28,13412.0,16056.08,0.351228577585425,0.52257246428635,0.27,9,2.66,1114.54,2567.89,-3466.08,-1928.66,911.72,0.38,0.45,0.25,0.3
Burgers,26197,Urban Burgers Corner,Ghost Kitchen,North Shore,1.03,36.93,826,68,2511.24,341,190,227,12593.13,7016.7,8383.11,0.252041992987506,0.301198174175806,0.32,17,5.02,1139.54,1121.92,1596.3,889.44,2605.7,0.09,0.45,0.25,0.3
Burgers,25559,Top Burgers Eatery,Cafe,West Auckland,1.04,31.56,1981,421,13286.76,702,390,468,22155.12,12308.4,14770.08,0.22628895400092,0.432838282175362,0.29,15,4.43,2073.24,4529.09,1127.09,626.16,2961.48,0.27,0.45,0.25,0.3
Burgers,25742,Lucky Burgers Eatery,QSR,North Shore,1.03,31.12,1518,263,8184.56,565,314,376,17582.8,9771.68,11701.12,0.254061599932611,0.443246988719329,0.31,13,3.84,1443.84,2477.4,-128.51,-71.42,2097.99,0.21,0.45,0.25,0.3
Burgers,25763,King Burgers Bistro,Cafe,CBD,0.99,42.59,535,120,5110.8,187,104,124,7964.33,4429.36,5281.16,0.251316444799304,0.351504382374696,0.3,14,4.13,512.12,2029.9,773.97,430.44,1585.45,0.29,0.45,0.25,0.3
Burgers,25998,Lucky Burgers House,Cafe,West Auckland,1.04,33.37,672,185,6173.45,219,122,146,7308.03,4071.14,4872.02,0.246737139690667,0.419577346136793,0.28,5,1.48,216.08,2059.99,392.34,218.56,1409.64,0.38,0.45,0.25,0.3
Burgers,26533,Top Burgers Diner,Ghost Kitchen,West Auckland,1.04,37.94,1147,44,1669.36,496,276,331,18818.24,10471.44,12558.14,0.264851968921721,0.217537490196992,0.29,14,4.13,1367.03,864.08,4283.23,2383.41,5133.2,0.04,0.45,0.25,0.3
Burgers,25914,Urban Burgers Diner,Cafe,North Shore,1.03,31.66,1372,348,11017.68,461,256,307,14595.26,8104.96,9719.62,0.240962068364024,0.423614705004729,0.28,10,2.95,905.65,3695.59,808.92,449.2,2354.54,0.34,0.45,0.25,0.3
Burgers,25957,Classic Burgers Cafe,Full-service,CBD,0.99,31.88,1549,434,13835.92,502,279,334,16003.76,8894.52,10647.92,0.394481476955116,0.455416793772019,0.32,11,3.25,1085.5,2076.8,-2719.01,-1511.16,512.77,0.39,0.45,0.25,0.3
Burgers,26169,Classic Burgers House,QSR,South Auckland,1.05,41.73,1289,232,9681.36,476,264,317,19863.48,11016.72,13228.41,0.254704414848238,0.368392519257031,0.31,5,1.48,469.16,3648.93,1328.93,737.05,4516.67,0.22,0.45,0.25,0.3
Burgers,25432,King Burgers Eatery,Cafe,North Shore,1.03,40.76,876,207,8437.32,301,167,201,12268.76,6806.92,8192.76,0.241914646159858,0.409190202481113,0.3,18,5.31,1067.31,2943.74,599.88,332.83,1791.1,0.31,0.45,0.25,0.3
Burgers,26165,Classic Burgers Corner,QSR,South Auckland,1.05,39.13,1578,315,12325.95,568,316,379,22225.84,12365.08,14830.27,0.262688679732382,0.415173901803792,0.33,7,2.07,784.53,3970.65,-174.75,-97.22,3992.85,0.25,0.45,0.25,0.3
Burgers,26406,Top Burgers Grill,Full-service,West Auckland,1.04,37.89,1724,492,18641.88,554,308,370,20991.06,11670.12,14019.3,0.399093572411221,0.50796096350532,0.32,7,2.07,765.9,1732.68,-4766.12,-2649.75,537.13,0.4,0.45,0.25,0.3
Burgers,26696,Top Burgers House,Full-service,West Auckland,1.04,40.31,988,277,11165.87,320,178,213,12899.2,7175.18,8586.03,0.364305329415947,0.49765848305542,0.29,5,1.48,315.24,1541.29,-1960.21,-1090.37,869.94,0.39,0.45,0.25,0.3
Burgers,26640,Urban Burgers Cafe,Full-service,North Shore,1.03,34.45,1497,420,14469.0,485,269,323,16708.25,9267.05,11127.35,0.356300590571482,0.514156293822452,0.32,8,2.36,762.28,1874.36,-3182.2,-1764.97,679.19,0.39,0.45,0.25,0.3
Burgers,25600,Classic Burgers Tavern,QSR,West Auckland,1.04,44.6,1185,221,9856.6,434,241,289,19356.4,10748.6,12889.4,0.219056067727506,0.381411945819855,0.28,17,5.02,1450.78,3938.03,2313.71,1284.8,3698.95,0.23,0.45,0.25,0.3
Burgers,25840,Top Burgers Diner,QSR,West Auckland,1.04,40.44,615,123,4974.12,221,123,148,8937.24,4974.12,5985.12,0.207354236282408,0.405242015910335,0.28,3,0.89,131.72,1926.99,959.89,534.24,2186.94,0.25,0.45,0.25,0.3
Burgers,26449,Lucky Burgers Tavern,Cafe,West Auckland,1.04,31.69,1081,314,9950.66,345,192,230,10933.05,6084.48,7288.7,0.218144442792982,0.355344521906227,0.31,16,4.72,1085.6,4244.07,1273.82,708.91,2023.11,0.41,0.45,0.25,0.3
Burgers,25321,Urban Burgers Diner,Full-service,CBD,0.99,43.59,1149,340,14820.6,364,202,243,15866.76,8805.18,10592.37,0.387669529230334,0.542980143497698,0.27,11,3.25,789.75,1027.81,-3183.66,-1766.76,-55.17,0.42,0.45,0.25,0.3
Chicken Dishes,26442,Classic Chicken Dishes Diner,Full-service,North Shore,1.03,44.65,1872,544,24289.6,797,332,199,35586.05,14823.8,8885.35,0.361944254953414,0.465298340911977,0.3,12,3.54,704.46,4196.21,-4528.06,-1886.22,830.55,0.41,0.6,0.25,0.15
Chicken Dishes,25027,Urban Chicken Dishes Cafe,Cafe,North Shore,1.03,39.82,1377,407,16206.74,582,242,146,23175.24,9636.44,5813.72,0.244531283825636,0.439912853459828,0.28,11,3.25,474.5,5114.13,824.02,342.63,1360.05,0.42,0.6,0.25,0.15
Chicken Dishes,26400,Urban Chicken Dishes Tavern,QSR,South Auckland,1.05,46.2,1073,221,10210.2,511,213,128,23608.2,9840.6,5913.6,0.249170163515955,0.397989060007967,0.27,10,2.95,377.6,3602.57,1955.72,815.2,1708.96,0.26,0.6,0.25,0.15
Chicken Dishes,26078,Urban Chicken Dishes Diner,QSR,West Auckland,1.04,41.28,1546,319,13168.32,736,307,184,30382.08,12672.96,7595.52,0.232272156216204,0.429688364639878,0.33,16,4.72,868.48,4451.41,244.26,101.88,1699.11,0.26,0.6,0.25,0.15
Chicken Dishes,25610,King Chicken Dishes Tavern,Cafe,South Auckland,1.05,43.18,600,165,7124.7,261,109,65,11269.98,4706.62,2806.7,0.215217293072492,0.433281878195703,0.33,8,2.36,153.4,2504.34,242.31,101.2,833.16,0.38,0.6,0.25,0.15
Chicken Dishes,25524,Lucky Chicken Dishes Eatery,QSR,South Auckland,1.05,46.25,1163,247,11423.75,550,229,137,25437.5,10591.25,6336.25,0.224442921560258,0.412300766445696,0.29,6,1.77,242.49,4149.75,1863.46,775.88,2059.19,0.27,0.6,0.25,0.15
Chicken Dishes,26183,Classic Chicken Dishes Kitchen,Full-service,North Shore,1.03,40.63,1724,559,22712.17,699,291,175,28400.37,11823.33,7110.25,0.362177372106817,0.518651018803939,0.27,13,3.84,672.0,2706.65,-4283.58,-1783.29,175.34,0.48,0.6,0.25,0.15
Chicken Dishes,26144,Top Chicken Dishes Eatery,Ghost Kitchen,CBD,0.99,34.35,1071,88,3022.8,590,246,147,20266.5,8450.1,5049.45,0.292466923908796,0.265248913434334,0.33,14,4.13,607.11,1336.94,2275.61,948.81,1626.18,0.09,0.6,0.25,0.15
Chicken Dishes,25269,Top Chicken Dishes Tavern,QSR,South Auckland,1.05,42.92,1256,217,9313.64,623,260,156,26739.16,11159.2,6695.52,0.23040033986792,0.402880302700214,0.29,5,1.48,230.88,3415.49,2051.41,856.13,2224.5,0.21,0.6,0.25,0.15
Chicken Dishes,25069,Urban Chicken Dishes Bistro,Full-service,South Auckland,1.05,44.53,1059,313,13937.89,448,186,112,19949.44,8282.58,4987.36,0.371326761401724,0.544503274257295,0.31,6,1.77,198.24,1173.15,-4505.18,-1870.46,221.55,0.42,0.6,0.25,0.15
Chicken Dishes,25246,Lucky Chicken Dishes Diner,Full-service,CBD,0.99,37.12,844,241,8945.92,362,151,90,13437.44,5605.12,3340.8,0.364447359659243,0.499855996808037,0.28,10,2.95,265.5,1213.93,-1939.07,-808.84,187.84,0.4,0.6,0.25,0.15
Chicken Dishes,25026,Lucky Chicken Dishes Eatery,Full-service,CBD,0.99,36.56,1959,617,22557.52,805,336,201,29430.8,12284.16,7348.56,0.368867105338722,0.478825511829928,0.29,11,3.25,653.25,3435.68,-4052.4,-1691.44,465.99,0.46,0.6,0.25,0.15
Chicken Dishes,25715,Classic Chicken Dishes Corner,Cafe,CBD,0.99,36.98,627,159,5879.82,281,117,70,10391.38,4326.66,2588.6,0.269088426344097,0.443697705469094,0.31,16,4.72,330.4,1688.77,-236.78,-98.59,413.08,0.34,0.6,0.25,0.15
Chicken Dishes,25618,Urban Chicken Dishes Bistro,Full-service,CBD,0.99,31.17,581,144,4488.48,262,109,66,8166.54,3397.53,2057.22,0.381881071231328,0.546755018993281,0.3,18,5.31,350.46,320.32,-1867.17,-776.8,-203.65,0.33,0.6,0.25,0.15
Chicken Dishes,25334,Classic Chicken Dishes Grill,Full-service,South Auckland,1.05,33.05,1046,247,8163.35,479,200,120,15830.95,6610.0,3966.0,0.386459062178619,0.501272463728674,0.28,10,2.95,354.0,916.49,-2655.35,-1108.71,91.26,0.31,0.6,0.25,0.15
Chicken Dishes,25995,Urban Chicken Dishes Kitchen,Cafe,North Shore,1.03,41.85,1676,366,15317.1,786,328,196,32894.1,13726.8,8202.6,0.216816678419709,0.415236765076406,0.28,3,0.89,174.44,5635.87,2892.92,1207.22,2843.68,0.28,0.6,0.25,0.15
Chicken Dishes,25615,Lucky Chicken Dishes Diner,Cafe,West Auckland,1.04,41.26,1751,444,18319.44,784,327,196,32347.84,13492.02,8086.96,0.243740165624768,0.438862110255286,0.29,3,0.89,174.44,5814.55,886.26,369.65,2392.34,0.34,0.6,0.25,0.15
Chicken Dishes,25297,King Chicken Dishes Tavern,Ghost Kitchen,South Auckland,1.05,40.44,1513,125,5055.0,833,347,208,33686.52,14032.68,8411.52,0.292890322674066,0.321109368395992,0.32,13,3.84,798.72,1951.23,2223.32,926.16,2448.13,0.09,0.6,0.25,0.15
Chicken Dishes,26336,Classic Chicken Dishes Diner,QSR,West Auckland,1.04,34.75,1560,321,11154.75,743,310,186,25819.25,10772.5,6463.5,0.233758511506021,0.37409615800716,0.28,8,2.36,438.96,4374.28,2895.51,1208.09,2095.67,0.26,0.6,0.25,0.15
Chicken Dishes,25108,Urban Chicken Dishes Eatery,Cafe,West Auckland,1.04,46.15,1739,380,17537.0,815,340,204,37612.25,15691.0,9414.6,0.253589859586209,0.356753990403377,0.28,16,4.72,962.88,6833.4,4124.41,1720.61,2705.58,0.28,0.6,0.25,0.15
Chicken Dishes,26023,Classic Chicken Dishes Cafe,Cafe,North Shore,1.03,39.76,2199,682,27116.32,910,379,228,36181.6,15069.04,9065.28,0.252683397009969,0.378598331613466,0.28,7,2.07,471.96,9998.28,3209.97,1336.9,2870.57,0.45,0.6,0.25,0.15
Chicken Dishes,26153,Classic Chicken Dishes Bistro,Full-service,CBD,0.99,30.05,1767,581,17459.05,712,296,178,21395.6,8894.8,5348.9,0.363809832581319,0.534899391676299,0.27,17,5.02,893.56,1768.44,-3609.64,-1500.63,-351.77,0.49,0.6,0.25,0.15
Chicken Dishes,25766,Lucky Chicken Dishes Diner,QSR,South Auckland,1.05,40.28,1342,223,8982.44,671,280,168,27027.88,11278.4,6767.04,0.248494998831302,0.410611086990684,0.29,16,4.72,792.96,3062.06,1375.55,574.0,1513.88,0.2,0.6,0.25,0.15
Chicken Dishes,25710,King Chicken Dishes Eatery,Cafe,South Auckland,1.05,33.32,915,242,8063.44,404,168,101,13461.28,5597.76,3365.32,0.224992689006031,0.362242970848456,0.29,11,3.25,328.25,3328.3,1652.57,687.21,1060.83,0.36,0.6,0.25,0.15
Chicken Dishes,26525,King Chicken Dishes Cafe,Full-service,North Shore,1.03,35.83,2195,722,25869.26,884,368,221,31673.72,13185.44,7918.43,0.393687132711057,0.517130615399219,0.28,11,3.25,718.25,2307.08,-6043.91,-2516.02,-12.07,0.49,0.6,0.25,0.15
Chicken Dishes,25712,Classic Chicken Dishes House,Cafe,North Shore,1.03,44.49,1359,395,17573.55,578,241,145,25715.22,10722.09,6451.05,0.252607616316527,0.449872615956701,0.3,8,2.36,342.2,5228.48,-63.78,-26.59,1577.11,0.41,0.6,0.25,0.15
Chicken Dishes,25349,Classic Chicken Dishes Cafe,QSR,CBD,0.99,31.62,486,87,2750.94,239,100,60,7557.18,3162.0,1897.2,0.273522344883531,0.437762876972556,0.31,8,2.36,141.6,794.24,-160.86,-67.3,406.15,0.22,0.6,0.25,0.15
Chicken Dishes,25795,Classic Chicken Dishes Diner,Full-service,CBD,0.99,39.3,1886,509,20003.7,826,344,207,32461.8,13519.2,8135.1,0.387120260915253,0.481964347464964,0.3,12,3.54,732.78,2618.79,-5488.79,-2285.89,332.23,0.37,0.6,0.25,0.15
Chicken Dishes,26008,King Chicken Dishes Bistro,QSR,CBD,0.99,38.11,761,166,6326.26,357,149,89,13605.27,5678.39,3391.79,0.250427420157939,0.40718239499256,0.31,13,3.84,341.76,2166.05,440.68,183.92,819.56,0.28,0.6,0.25,0.15
Chicken Dishes,25850,Top Chicken Dishes Eatery,QSR,West Auckland,1.04,42.53,1220,259,11015.27,577,240,144,24539.81,10207.2,6124.32,0.272642806898803,0.430930687393993,0.32,3,0.89,128.16,3265.22,-578.49,-240.62,1687.25,0.27,0.6,0.25,0.15
Chicken Dishes,26015,King Chicken Dishes Kitchen,QSR,West Auckland,1.04,39.58,1621,354,14011.32,760,317,190,30080.8,12546.86,7520.2,0.278203928302974,0.431124492408708,0.32,4,1.18,224.2,4072.69,-882.22,-367.98,1961.71,0.28,0.6,0.25,0.15
Chicken Dishes,25422,Urban Chicken Dishes House,Full-service,West Auckland,1.04,39.75,1299,329,13077.75,582,242,146,23134.5,9619.5,5803.5,0.351225982652977,0.451469495147467,0.31,15,4.43,646.78,2580.3,-2607.15,-1084.07,498.28,0.34,0.6,0.25,0.15
Chicken Dishes,26012,Urban Chicken Dishes Eatery,Cafe,South Auckland,1.05,39.07,2084,551,21527.57,920,383,230,35944.4,14963.81,8986.1,0.268489274159074,0.367201791936532,0.32,3,0.89,204.7,7842.69,1592.66,663.03,3069.02,0.36,0.6,0.25,0.15
Chicken Dishes,25425,Lucky Chicken Dishes Diner,Ghost Kitchen,West Auckland,1.04,32.36,1105,52,1682.72,632,263,158,20451.52,8510.68,5112.88,0.296541053603869,0.223851376934908,0.29,17,5.02,793.16,807.05,3877.76,1613.69,1659.02,0.05,0.6,0.25,0.15
Chicken Dishes,26099,Classic Chicken Dishes Cafe,QSR,CBD,0.99,35.98,580,123,4425.54,274,114,69,9858.52,4101.72,2482.62,0.270001643337309,0.35182688809,0.32,16,4.72,325.68,1673.61,573.48,238.6,613.18,0.27,0.6,0.25,0.15
Chicken Dishes,25128,Classic Chicken Dishes Cafe,QSR,North Shore,1.03,40.82,925,179,7306.78,448,186,112,18287.36,7592.52,4571.84,0.269563127625734,0.368867952888832,0.32,4,1.18,132.16,2641.9,760.19,315.61,1520.88,0.24,0.6,0.25,0.15
Chicken Dishes,26088,Lucky Chicken Dishes Bistro,QSR,South Auckland,1.05,39.76,1254,258,10258.08,598,249,149,23776.48,9900.24,5924.24,0.278205859009176,0.377555389888585,0.3,16,4.72,703.28,3531.23,1051.84,437.97,1336.07,0.26,0.6,0.25,0.15
Chicken Dishes,25254,Urban Chicken Dishes Kitchen,QSR,North Shore,1.03,34.75,817,141,4899.75,406,169,101,14108.5,5872.75,3509.75,0.220611839685589,0.445624218787998,0.27,13,3.84,387.84,1635.36,899.61,374.47,783.59,0.21,0.6,0.25,0.15
Chicken Dishes,26102,Lucky Chicken Dishes Corner,Full-service,South Auckland,1.05,36.99,982,270,9987.3,427,178,107,15794.73,6584.22,3957.93,0.382685287308414,0.470556372473948,0.29,7,2.07,221.49,1465.72,-2262.46,-943.13,359.37,0.38,0.6,0.25,0.15
Chicken Dishes,26224,Top Chicken Dishes Corner,Ghost Kitchen,CBD,0.99,35.98,1538,126,4533.48,847,353,212,30475.06,12700.94,7627.76,0.285154600034002,0.312763985386118,0.3,11,3.25,689.0,1822.83,3110.94,1296.53,2377.98,0.09,0.6,0.25,0.15
